ticker,drift,volatility
F,-0.01843599791478546,0.3212726519570094
FANG,0.06838932268308458,0.4645276043848002
FAST,0.12898321784665126,0.22851738660439128
FCX,0.10043496177136439,0.4810835588044661
FDX,0.048797774750853444,0.2729442405518352
FE,0.02051110630248197,0.22430826636779383
FFIV,0.05168180249569996,0.25913995254550193
FIS,0.027014501808634166,0.2502015820559539
FITB,0.06389498626506956,0.3122732150886632
FMC,0.0491118955626812,0.2989083898283817
FOX,0.003690844045830044,0.26061994833787
FOXA,0.011068707766079303,0.26660315299130977
FRT,-0.03278105061482877,0.24515387036861522
FTNT,0.2976862982929139,0.3474629518973655
GD,0.0668851337741458,0.19781937376553743
GE,-0.05673882070355174,0.309508490803877
GILD,-0.02467165789439487,0.23648609520861652
GIS,0.0299745276993086,0.1846851267883402
GLD,0.06292122917877868,0.1292197323700354
GLW,0.06510351459953428,0.25452032852937245
GM,0.024455836689585175,0.3213135740615187
GNRC,0.18665164923212904,0.38529798124216574
GOOG,0.17376324660029974,0.31374960016865244
GPC,0.05638708487117484,0.23478878172791107
GPN,0.10958064580407345,0.28396604963573296
GRMN,0.12752977291792092,0.24892035028639564
GS,0.09105696245327896,0.24552839522966804
GWW,0.14162026081976853,0.24253854956170706
HAL,-0.06042720917660942,0.4116489150555636
HAS,-0.003882894530478573,0.28604516095040206
HBAN,0.027660404416716012,0.297660742858682
HBI,-0.1642576258437454,0.7089130179317088
HCA,0.17127599720627576,0.30241612736920975
HD,0.1420952703012181,0.2078176986363754
HES,0.08028481130632695,0.39513439879426565
HIG,0.08161639459676798,0.25451266255252747
HII,0.06860051075996806,0.25821132891349646
HLT,0.10669808206638262,0.291536204712578
HOLX,0.11259953607205127,0.23952224397758437
HON,0.08400814094009616,0.20080828336156714
HPQ,0.03329245491347001,0.3632265016337581
HRL,0.03543298902093155,0.19845921593427648
HSIC,0.03861160316421097,0.23605239732399153
HST,-0.015406389157709517,0.2971588001331851
HSY,0.09521527926140452,0.18805537122956636
HUM,0.12273425435203003,0.28500604346565
IBM,-0.00381031458318428,0.2070014861433145
ICE,0.12273069842312827,0.18967250431292162
IDXX,0.23081634602809872,0.2735627989096265
IEX,0.12390615148037107,0.19628631324807594
IFF,-0.016856858209313392,0.2591612894136252
ILMN,0.01477773021993447,0.3669409363228967
INCY,-0.020091417047118365,0.34849797703151797
INTC,0.011808131500890391,0.29422897398011133
INTU,0.21715791955513833,0.26226172443377627
IP,-0.019901307727488278,0.2563573894655498
IPG,0.05435516594193855,0.2712579065294214
IPGP,0.02298841213472071,0.35868507990275933
IR,-0.004238505513469577,0.48083208865181615
IRM,0.08056591945811302,0.2550093186887679
ISRG,0.2156784636380835,0.2727890079442772
IT,0.18098020451816857,0.2530673914816486
ITW,0.1117181883007465,0.1969260917001351
IVZ,-0.09308017453903489,0.3246826917268349
JBHT,0.0996719805680777,0.2343414543106731
JCI,0.044793019874396295,0.24477983353846317
JKHY,0.11141726648357916,0.1941615517554034
JNJ,0.05375615545070021,0.15371384291788917
JNPR,0.028869720821886855,0.2534194083700427
JPM,0.1142912878822122,0.23422556675627387
K,-0.00480288189420412,0.19299367192750694
KEY,0.013048892941867816,0.34090555524958693
KIM,-0.020805829840756525,0.29234839061224155
KLAC,0.24986332474509632,0.32668228967834334
KMB,0.018512937365447416,0.1703919401136314
KMI,-0.05508824928589619,0.2718732834024274
KMX,0.05290515513599368,0.3445851234097096
KO,0.04796533166049748,0.15573650745183146
KR,0.06207910860073183,0.25382024401507786
L,0.053338338489406424,0.21416994554693888
LDOS,0.12047810926111588,0.265523896561898
LEG,-0.06504302819735142,0.30593335639078173
LEN,0.12639707195490213,0.31333232322662447
LH,0.08714074866015623,0.2320615801764991
LKQ,0.06166219131791721,0.298579919124498
LLY,0.24139382715963423,0.24322833158681412
LMT,0.10027465535360114,0.1918254142832224
LNC,-0.055129288551517906,0.4065660343157115
LNT,0.06854908071431176,0.18210150074459405
LOW,0.1572096068867759,0.2488255694788995
LRCX,0.2691433740888649,0.34575909920153247
LUV,-0.013826432092529648,0.3174931833869544
LVS,-0.03051158671069984,0.3483684564900993
LYB,0.0022351395201864036,0.30695428824599597
LYV,0.16331550075921056,0.34204967793823066
MA,0.1874642498827952,1.0077792026946695
MAA,0.0827888279321281,0.20192556716964244
MAR,0.12167142357510086,0.3043712254870014
MAS,0.10646817206989308,0.2549628061254667
MCD,0.11662017424254968,0.1722745713886088
MCHP,0.14128713826080203,0.31203619913029695
MCK,0.09616043313979677,0.2591040024159464
MCO,0.16809823931135232,0.2303417462391915
MDLZ,0.06874819234850656,0.17853673193046307
MDT,0.029537912308617485,0.20094612412130677
MET,0.03500894009482643,0.2735615267278509
MGM,0.06188811630234232,0.4055225608246537
MHK,-0.0508825743909048,0.35157140631934775
MKC,0.08984229839541558,0.19538856535664484
MKTX,0.14569830134621548,0.2836421188785465
MLM,0.13575577667476427,0.27928913310860676
MMC,0.14638969522070042,0.16681243066447396
MMM,-0.0291650691911716,0.21230589469777073
MNST,0.12564435861553183,0.24967446007234792
MO,-0.020035814369276685,0.20293668400558246
MOS,-0.006164479132589217,0.3872602239965169
MPC,0.11433645028496976,0.35129061429284203
MPWR,0.2928107510741139,0.3617299385897317
MRK,0.07463204440803019,0.18908064866151153
MS,0.1250488589855933,0.2737001469317735
MSCI,0.27607016020848274,0.256123041139449
MSFT,0.2471358046522564,0.21543306801364642
MSI,0.18765038532197112,0.2131442478179527
MTB,0.020009858223325936,0.27719285171441244
MTD,0.17965439505426978,0.23967376509430008
MU,0.15913226678755288,0.406491078425984
NCLH,-0.11929748412450913,0.5264149665666559
NDAQ,0.1593746183009004,0.20281556145443128
NEE,0.1316418922745562,0.2067570515210919
NEM,0.08173376572754493,0.3204362608688634
NFLX,0.21761326318278326,0.36211678393357705
NI,-0.00668247942482345,0.35335391190522797
NKE,0.1019646450782109,0.2572056750514665
NOC,0.12444300684341841,0.2059020904785857
NOW,0.27958419507760396,0.3537442338500655
NRG,0.10701442851311381,0.3378409944792179
NSC,0.11534849594538074,0.24448161713483751
NTAP,0.10969043072887248,0.29556860847223265
NTRS,0.03035166540289828,0.25691568120955405
NUE,0.12858679933530182,0.30732759926812175
NVDA,0.5032547203526204,0.3885525482321086
NVR,0.1825671112233236,0.26179552073430784
NWL,-0.15383848738394515,0.3770882935510725
NWS,0.053441824358185744,0.2641206505902283
NWSA,0.05086250567358384,0.263671969126668
NXPI,0.12031474736725879,0.34523253517960245
O,0.024746361471280624,0.2237412420348805
ODFL,0.25750382632796354,0.2688014907660521
OKE,0.04149600409185934,0.3922658032636061
OMC,0.011205455748486092,0.23581632203854513
ORCL,0.11995374774632897,0.22347305956890107
ORLY,0.18473991743791063,0.22582257856324603
OXY,-0.06451781637033359,0.41835833351258944
PAYX,0.11438831080167262,0.19990711573087752
PCAR,0.08673189275138465,0.2275778490409264
PEG,0.062362214882797154,0.19036369792548027
PENN,0.08801386266047415,0.5419996274081255
PEP,0.0722929700621258,0.14717708057935014
PFE,0.013603947743937323,0.20264167390138885
PFG,0.04897446985175069,0.28555892282890133
PG,0.08194557222678903,0.15457777983780993
PGR,0.2075277683396212,0.19940160503093654
PH,0.14970820187447995,0.27087901833986683
PHM,0.16680885666196102,0.3144993038162497
PKG,0.09756133567774197,0.24542907105068693
PLD,0.13262927048013823,0.22019969515530582
PM,0.012633036569769322,0.20206014656805865
PNC,0.06667440920516304,0.250109507277337
PNR,0.004266031896757282,0.28690583307986933
PNW,0.020809588747402817,0.1940616965495831
POOL,0.21040314115805286,0.25548520309140166
PPG,0.03207574271389507,0.378328473306915
PPL,-0.02463539514182729,0.1969105570738709
PRU,0.020013567290317988,0.2826926131275035
PSA,0.05197419198645475,0.1949274315860907
PSX,0.033729631089734896,0.29786291914527724
PTC,0.16542178112463657,0.27946140005996345
PVH,-0.029627835302949324,0.4076301773341699
PWR,0.22983182515757086,0.29506599719204396
QCOM,0.1059620774282612,0.30453042576945305
QQQ,0.16303183849600203,0.16714470313801283
RCL,0.02737384628874554,0.46188197793312674
REG,-0.00026903155701603733,0.2521178633617397
RF,0.08141935923423069,0.3111715767275814
RHI,0.061194643263203743,0.2720850724059997
RJF,0.1311697055426492,0.27071254508128456
RL,0.005931605105363967,0.3381914560822219
RMD,0.170050719626852,0.2772404512112458
ROK,0.10600564660502503,0.2657815748026103
ROL,0.16292066385855933,0.2136099236325842
ROP,0.13710434364028387,0.19229537678703643
ROST,0.11644738537840396,0.27561229578221574
RSG,0.16097544177604373,0.15441581496997075
SBAC,0.11197486558810735,0.2359649834331438
SBUX,0.0898326869104007,0.24035758810700641
SCHW,0.09903413226581158,0.303318103228887
SEE,0.0034206446919463423,0.27454819779847284
SHW,0.1556106003325544,0.2291654511263608
SJM,0.015914438799307307,0.20579945313285009
SLB,-0.09382542309153574,0.34911520193749496
SLV,0.043017211910350364,0.24549890099158575
SNA,0.07295157200075117,0.23498045916832336
SNPS,0.27814260859874784,0.2510280951739928
SO,0.05824188133435828,0.17903742002375872
SPG,-0.047389312557882056,0.31386641249809066
SPY,0.10314454826808074,0.13509641619537593
SPYG,0.12571965182328673,0.1679095575334898
SRE,0.04807090436731323,0.2015464409582846
STE,0.1574445783751483,0.21821548624262668
STT,0.007885817418706257,0.2811949693928323
STX,0.07136548048615746,0.359423093027777
STZ,0.08688512239687189,0.22586708999104949
SWK,0.002691388775407261,0.292089668899668
SWKS,0.06522787190965461,0.33145907404261404
SYK,0.13705186775051784,0.22300354754042329
SYY,0.07584716897957672,0.267417768990985
T,-0.07775613699349568,0.20732887316294896
TAP,-0.04820225974561319,0.2543571928998077
TDG,0.17904062379282065,0.3056562154040758
TDY,0.1815420236930541,0.23298584508095058
TECH,0.1598125040309275,0.6538350686346469
TEL,0.09494304187827189,0.2325938970868565
TER,0.21624392953741267,0.3403045359193727
TFX,0.08288308251653793,0.2526630773260008
TGT,0.11495281440202099,0.2885751853735877
TJX,0.1190818343051053,0.2363284569118335
TMO,0.18305220690561136,0.21388757939186373
TMUS,0.18028337763963256,0.22779504386048297
TRMB,0.0970172063107446,0.30937071614200123
TROW,0.06042845593654488,0.24897738426088262
TRV,0.07272228884533996,0.19714573266961494
TSCO,0.14427847304166927,0.2513097687704775
TSLA,0.35685203385767933,0.49054615730205436
TSN,0.034567415248276195,0.2589294857677704
TTWO,0.19454047511866557,0.2931510637351058
TXN,0.14771248302484205,0.22765277789140106
TXT,0.07086188732865856,0.29130657170738433
TYL,0.16261965569536163,0.2530700684741619
UA,-0.23423037875589156,0.5236939849004666
UAL,-0.021947956613664457,0.4442236409015388
UDR,0.03575741318414722,0.21145223912239886
UHS,0.03831653226204545,0.29475309392292176
ULTA,0.125269397733312,0.33052859055457245
UNG,-0.24211208281325966,0.469279709755366
UNH,0.1898196664113193,0.2235799696513344
UNP,0.09288630718445964,0.3056116098513055
UPS,0.06044925393298531,0.22089193009463273
URI,0.20724195575237817,0.3878035234876788
USB,-0.0013651404423912575,0.25117236931008197
V,0.1625550751515227,0.20726105109011891
VFC,-0.11159470025109754,0.336869060928946
VLO,0.08537544147090168,0.34226759700655696
VMC,0.11234263723174663,0.26799568914465755
VNO,-0.16181283693859888,0.3298922671064645
VRSK,0.14720258564817262,0.19616313989098055
VRSN,0.1384932678963016,0.22120728507013862
VTR,-0.033833460475967046,0.319558088712544
VZ,-0.016750568152116743,0.16832924856393705
WAB,0.04140453058529085,0.2769133428785257
WAT,0.11672968483316296,0.24903975090654779
WDC,-0.05453372708090595,0.3994555032954185
WEC,0.07395474742909443,0.18698055738344416
WFC,-0.013890779060143235,0.26524964338344476
WHR,-0.023065988576369958,0.3128621434397327
WM,0.15050248205334169,0.16040694335202127
WMB,-0.012399255290921925,0.3550734521572502
WMT,0.10530135268389682,0.18027197308760537
WRB,0.13894137130684128,0.20043495220943033
WST,0.22826612336457472,0.2656612849335695
WU,-0.03305307943610622,0.2343927462975562
WY,0.003050644340166598,0.2598832360659729
WYNN,-0.04947686802257794,0.43874727777489336
XEL,0.07571712668669311,0.17871135585681205
XOM,0.006321129313411147,0.2401047881053965
XRAY,-0.05378810210078013,0.2778801201554204
XYL,0.1301321184067624,0.23258018537384786
YUM,0.06641233640516624,0.23300592807528903
ZBRA,0.18935069896791457,0.33915126535545936
ZION,0.04868709274195638,0.3465273535600696
ZTS,0.18422257157129396,0.22343048774244084
