ticker,drift,t,lower_bound_drift,upper_bound_drift,volatility
FCX,0.10043496177136439,1.96,0.09957071226852722,0.10129921127420156,0.4810835588044661
FDX,0.048797774750853444,1.96,0.04793352524801627,0.049662024253690616,0.2729442405518352
FE,0.02051110630248197,1.96,0.019646856799644796,0.021375355805319147,0.22430826636779383
FFIV,0.05168180249569996,1.96,0.05081755299286279,0.05254605199853713,0.25913995254550193
FIS,0.027014501808634166,1.96,0.02615025230579699,0.027878751311471342,0.2502015820559539
FITB,0.06389498626506956,1.96,0.06303073676223239,0.06475923576790674,0.3122732150886632
FMC,0.0491118955626812,1.96,0.04824764605984403,0.049976145065518375,0.2989083898283817
FOX,0.003690844045830044,1.96,0.0028265945429928694,0.004555093548667219,0.26061994833787
FOXA,0.011068707766079303,1.96,0.010204458263242129,0.011932957268916477,0.26660315299130977
FRT,-0.03278105061482877,1.96,-0.03364530011766594,-0.0319168011119916,0.24515387036861522
FTNT,0.2976862982929139,1.96,0.2968220487900767,0.2985505477957511,0.3474629518973655
GD,0.0668851337741458,1.96,0.06602088427130863,0.06774938327698297,0.19781937376553743
GE,-0.05673882070355174,1.96,-0.05760307020638891,-0.05587457120071457,0.309508490803877
GILD,-0.02467165789439487,1.96,-0.025535907397232046,-0.023807408391557695,0.23648609520861652
GIS,0.0299745276993086,1.96,0.029110278196471426,0.030838777202145777,0.1846851267883402
GLD,0.06292122917877868,1.96,0.06205697967594151,0.06378547868161585,0.1292197323700354
GLW,0.06510351459953428,1.96,0.06423926509669711,0.06596776410237146,0.25452032852937245
GM,0.024455836689585175,1.96,0.023591587186748,0.02532008619242235,0.3213135740615187
GNRC,0.18665164923212904,1.96,0.18578739972929187,0.1875158987349662,0.38529798124216574
GOOG,0.17376324660029974,1.96,0.17289899709746256,0.1746274961031369,0.31374960016865244
GPC,0.05638708487117484,1.96,0.055522835368337665,0.05725133437401201,0.23478878172791107
GPN,0.10958064580407345,1.96,0.10871639630123628,0.11044489530691062,0.28396604963573296
GRMN,0.12752977291792092,1.96,0.12666552341508375,0.1283940224207581,0.24892035028639564
GS,0.09105696245327896,1.96,0.09019271295044179,0.09192121195611613,0.24552839522966804
GWW,0.14162026081976853,1.96,0.14075601131693136,0.1424845103226057,0.24253854956170706
HAL,-0.06042720917660942,1.96,-0.06129145867944659,-0.059562959673772245,0.4116489150555636
HAS,-0.003882894530478573,1.96,-0.004747144033315748,-0.003018645027641398,0.28604516095040206
HBAN,0.027660404416716012,1.96,0.026796154913878836,0.028524653919553188,0.297660742858682
HBI,-0.1642576258437454,1.96,-0.16512187534658257,-0.16339337634090823,0.7089130179317088
HCA,0.17127599720627576,1.96,0.1704117477034386,0.17214024670911293,0.30241612736920975
HD,0.1420952703012181,1.96,0.14123102079838093,0.14295951980405527,0.2078176986363754
HES,0.08028481130632695,1.96,0.07942056180348978,0.08114906080916412,0.39513439879426565
HIG,0.08161639459676798,1.96,0.0807521450939308,0.08248064409960515,0.25451266255252747
HII,0.06860051075996806,1.96,0.06773626125713089,0.06946476026280524,0.25821132891349646
HLT,0.10669808206638262,1.96,0.10583383256354545,0.1075623315692198,0.291536204712578
HOLX,0.11259953607205127,1.96,0.1117352865692141,0.11346378557488844,0.23952224397758437
HON,0.08400814094009616,1.96,0.08314389143725899,0.08487239044293333,0.20080828336156714
HPQ,0.03329245491347001,1.96,0.032428205410632835,0.03415670441630718,0.3632265016337581
HRL,0.03543298902093155,1.96,0.03456873951809438,0.036297238523768725,0.19845921593427648
HSIC,0.03861160316421097,1.96,0.0377473536613738,0.039475852667048145,0.23605239732399153
HST,-0.015406389157709517,1.96,-0.01627063866054669,-0.014542139654872343,0.2971588001331851
HSY,0.09521527926140452,1.96,0.09435102975856735,0.0960795287642417,0.18805537122956636
HUM,0.12273425435203003,1.96,0.12187000484919286,0.1235985038548672,0.28500604346565
IBM,-0.00381031458318428,1.96,-0.004674564086021455,-0.002946065080347105,0.2070014861433145
ICE,0.12273069842312827,1.96,0.1218664489202911,0.12359494792596544,0.18967250431292162
IDXX,0.23081634602809872,1.96,0.22995209652526155,0.2316805955309359,0.2735627989096265
IEX,0.12390615148037107,1.96,0.1230419019775339,0.12477040098320824,0.19628631324807594
IFF,-0.016856858209313392,1.96,-0.017721107712150568,-0.015992608706476216,0.2591612894136252
ILMN,0.01477773021993447,1.96,0.013913480717097295,0.015641979722771645,0.3669409363228967
INCY,-0.020091417047118365,1.96,-0.02095566654995554,-0.01922716754428119,0.34849797703151797
INTC,0.011808131500890391,1.96,0.010943881998053217,0.012672381003727565,0.29422897398011133
INTU,0.21715791955513833,1.96,0.21629367005230116,0.2180221690579755,0.26226172443377627
IP,-0.019901307727488278,1.96,-0.020765557230325454,-0.019037058224651102,0.2563573894655498
IPG,0.05435516594193855,1.96,0.05349091643910138,0.055219415444775724,0.2712579065294214
IPGP,0.02298841213472071,1.96,0.022124162631883534,0.023852661637557886,0.35868507990275933
IR,-0.004238505513469577,1.96,-0.005102755016306752,-0.003374256010632402,0.48083208865181615
IRM,0.08056591945811302,1.96,0.07970166995527585,0.08143016896095019,0.2550093186887679
ISRG,0.2156784636380835,1.96,0.21481421413524632,0.21654271314092066,0.2727890079442772
IT,0.18098020451816857,1.96,0.1801159550153314,0.18184445402100574,0.2530673914816486
ITW,0.1117181883007465,1.96,0.11085393879790932,0.11258243780358367,0.1969260917001351
IVZ,-0.09308017453903489,1.96,-0.09394442404187206,-0.09221592503619772,0.3246826917268349
JBHT,0.0996719805680777,1.96,0.09880773106524053,0.10053623007091488,0.2343414543106731
JCI,0.044793019874396295,1.96,0.04392877037155912,0.04565726937723347,0.24477983353846317
JKHY,0.11141726648357916,1.96,0.11055301698074199,0.11228151598641634,0.1941615517554034
JNJ,0.05375615545070021,1.96,0.05289190594786304,0.054620404953537385,0.15371384291788917
JNPR,0.028869720821886855,1.96,0.02800547131904968,0.02973397032472403,0.2534194083700427
JPM,0.1142912878822122,1.96,0.11342703837937503,0.11515553738504937,0.23422556675627387
K,-0.00480288189420412,1.96,-0.0056671313970412945,-0.003938632391366945,0.19299367192750694
KEY,0.013048892941867816,1.96,0.012184643439030642,0.01391314244470499,0.34090555524958693
KIM,-0.020805829840756525,1.96,-0.0216700793435937,-0.01994158033791935,0.29234839061224155
KLAC,0.24986332474509632,1.96,0.24899907524225914,0.2507275742479335,0.32668228967834334
KMB,0.018512937365447416,1.96,0.01764868786261024,0.01937718686828459,0.1703919401136314
KMI,-0.05508824928589619,1.96,-0.05595249878873336,-0.054223999783059015,0.2718732834024274
KMX,0.05290515513599368,1.96,0.052040905633156505,0.05376940463883085,0.3445851234097096
KO,0.04796533166049748,1.96,0.04710108215766031,0.048829581163334655,0.15573650745183146
KR,0.06207910860073183,1.96,0.06121485909789466,0.062943358103569,0.25382024401507786
L,0.053338338489406424,1.96,0.05247408898656925,0.054202587992243596,0.21416994554693888
LDOS,0.12047810926111588,1.96,0.1196138597582787,0.12134235876395305,0.265523896561898
LEG,-0.06504302819735142,1.96,-0.06590727770018859,-0.06417877869451424,0.30593335639078173
LEN,0.12639707195490213,1.96,0.12553282245206496,0.1272613214577393,0.31333232322662447
LH,0.08714074866015623,1.96,0.08627649915731905,0.0880049981629934,0.2320615801764991
LKQ,0.06166219131791721,1.96,0.06079794181508004,0.06252644082075438,0.298579919124498
LLY,0.24139382715963423,1.96,0.24052957765679706,0.2422580766624714,0.24322833158681412
LMT,0.10027465535360114,1.96,0.09941040585076397,0.10113890485643831,0.1918254142832224
LNC,-0.055129288551517906,1.96,-0.05599353805435508,-0.054265039048680734,0.4065660343157115
LNT,0.06854908071431176,1.96,0.06768483121147459,0.06941333021714893,0.18210150074459405
LOW,0.1572096068867759,1.96,0.15634535738393873,0.15807385638961308,0.2488255694788995
LRCX,0.2691433740888649,1.96,0.2682791245860277,0.2700076235917021,0.34575909920153247
LUV,-0.013826432092529648,1.96,-0.014690681595366822,-0.012962182589692475,0.3174931833869544
LVS,-0.03051158671069984,1.96,-0.03137583621353701,-0.029647337207862664,0.3483684564900993
LYB,0.0022351395201864036,1.96,0.0013708900173492289,0.0030993890230235784,0.30695428824599597
LYV,0.16331550075921056,1.96,0.16245125125637339,0.16417975026204773,0.34204967793823066
MA,0.1874642498827952,1.96,0.18660000037995803,0.18832849938563237,1.0077792026946695
MAA,0.0827888279321281,1.96,0.08192457842929093,0.08365307743496528,0.20192556716964244
MAR,0.12167142357510086,1.96,0.12080717407226368,0.12253567307793803,0.3043712254870014
MAS,0.10646817206989308,1.96,0.1056039225670559,0.10733242157273025,0.2549628061254667
MCD,0.11662017424254968,1.96,0.11575592473971251,0.11748442374538685,0.1722745713886088
MCHP,0.14128713826080203,1.96,0.14042288875796485,0.1421513877636392,0.31203619913029695
MCK,0.09616043313979677,1.96,0.0952961836369596,0.09702468264263395,0.2591040024159464
MCO,0.16809823931135232,1.96,0.16723398980851514,0.1689624888141895,0.2303417462391915
MDLZ,0.06874819234850656,1.96,0.06788394284566938,0.06961244185134373,0.17853673193046307
MDT,0.029537912308617485,1.96,0.02867366280578031,0.03040216181145466,0.20094612412130677
MET,0.03500894009482643,1.96,0.034144690591989255,0.0358731895976636,0.2735615267278509
MGM,0.06188811630234232,1.96,0.061023866799505146,0.0627523658051795,0.4055225608246537
MHK,-0.0508825743909048,1.96,-0.051746823893741974,-0.05001832488806763,0.35157140631934775
MKC,0.08984229839541558,1.96,0.0889780488925784,0.09070654789825275,0.19538856535664484
MKTX,0.14569830134621548,1.96,0.1448340518433783,0.14656255084905265,0.2836421188785465
MLM,0.13575577667476427,1.96,0.1348915271719271,0.13662002617760144,0.27928913310860676
MMC,0.14638969522070042,1.96,0.14552544571786324,0.1472539447235376,0.16681243066447396
MMM,-0.0291650691911716,1.96,-0.030029318694008777,-0.028300819688334426,0.21230589469777073
MNST,0.12564435861553183,1.96,0.12478010911269466,0.126508608118369,0.24967446007234792
MO,-0.020035814369276685,1.96,-0.02090006387211386,-0.01917156486643951,0.20293668400558246
MOS,-0.006164479132589217,1.96,-0.007028728635426392,-0.005300229629752042,0.3872602239965169
MPC,0.11433645028496976,1.96,0.11347220078213259,0.11520069978780693,0.35129061429284203
MPWR,0.2928107510741139,1.96,0.2919465015712767,0.2936750005769511,0.3617299385897317
MRK,0.07463204440803019,1.96,0.07376779490519302,0.07549629391086736,0.18908064866151153
MS,0.1250488589855933,1.96,0.12418460948275611,0.12591310848843046,0.2737001469317735
MSCI,0.27607016020848274,1.96,0.27520591070564554,0.27693440971131994,0.256123041139449
MSFT,0.2471358046522564,1.96,0.24627155514941923,0.24800005415509357,0.21543306801364642
MSI,0.18765038532197112,1.96,0.18678613581913395,0.1885146348248083,0.2131442478179527
MTB,0.020009858223325936,1.96,0.01914560872048876,0.02087410772616311,0.27719285171441244
MTD,0.17965439505426978,1.96,0.1787901455514326,0.18051864455710695,0.23967376509430008
MU,0.15913226678755288,1.96,0.1582680172847157,0.15999651629039005,0.406491078425984
NCLH,-0.11929748412450913,1.96,-0.1201617336273463,-0.11843323462167196,0.5264149665666559
NDAQ,0.1593746183009004,1.96,0.15851036879806324,0.16023886780373758,0.20281556145443128
NEE,0.1316418922745562,1.96,0.13077764277171902,0.13250614177739337,0.2067570515210919
NEM,0.08173376572754493,1.96,0.08086951622470775,0.0825980152303821,0.3204362608688634
NFLX,0.21761326318278326,1.96,0.2167490136799461,0.21847751268562043,0.36211678393357705
NI,-0.00668247942482345,1.96,-0.0075467289276606245,-0.005818229921986275,0.35335391190522797
NKE,0.1019646450782109,1.96,0.10110039557537373,0.10282889458104807,0.2572056750514665
NOC,0.12444300684341841,1.96,0.12357875734058124,0.12530725634625559,0.2059020904785857
NOW,0.27958419507760396,1.96,0.27871994557476676,0.28044844458044116,0.3537442338500655
NRG,0.10701442851311381,1.96,0.10615017901027664,0.10787867801595098,0.3378409944792179
NSC,0.11534849594538074,1.96,0.11448424644254357,0.11621274544821791,0.24448161713483751
NTAP,0.10969043072887248,1.96,0.10882618122603531,0.11055468023170965,0.29556860847223265
NTRS,0.03035166540289828,1.96,0.029487415900061105,0.031215914905735456,0.25691568120955405
NUE,0.12858679933530182,1.96,0.12772254983246464,0.129451048838139,0.30732759926812175
NVDA,0.5032547203526204,1.96,0.5023904708497833,0.5041189698554576,0.3885525482321086
NVR,0.1825671112233236,1.96,0.18170286172048644,0.18343136072616079,0.26179552073430784
NWL,-0.15383848738394515,1.96,-0.15470273688678232,-0.15297423788110798,0.3770882935510725
NWS,0.053441824358185744,1.96,0.05257757485534857,0.054306073861022916,0.2641206505902283
NWSA,0.05086250567358384,1.96,0.049998256170746665,0.05172675517642101,0.263671969126668
NXPI,0.12031474736725879,1.96,0.11945049786442162,0.12117899687009596,0.34523253517960245
O,0.024746361471280624,1.96,0.023882111968443448,0.0256106109741178,0.2237412420348805
ODFL,0.25750382632796354,1.96,0.25663957682512634,0.25836807583080074,0.2688014907660521
OKE,0.04149600409185934,1.96,0.04063175458902217,0.042360253594696515,0.3922658032636061
OMC,0.011205455748486092,1.96,0.010341206245648918,0.012069705251323266,0.23581632203854513
ORCL,0.11995374774632897,1.96,0.1190894982434918,0.12081799724916614,0.22347305956890107
ORLY,0.18473991743791063,1.96,0.18387566793507346,0.1856041669407478,0.22582257856324603
OXY,-0.06451781637033359,1.96,-0.06538206587317076,-0.06365356686749642,0.41835833351258944
PAYX,0.11438831080167262,1.96,0.11352406129883545,0.1152525603045098,0.19990711573087752
PCAR,0.08673189275138465,1.96,0.08586764324854748,0.08759614225422183,0.2275778490409264
PEG,0.062362214882797154,1.96,0.06149796537995998,0.06322646438563433,0.19036369792548027
PENN,0.08801386266047415,1.96,0.08714961315763697,0.08887811216331132,0.5419996274081255
PEP,0.0722929700621258,1.96,0.07142872055928863,0.07315721956496297,0.14717708057935014
PFE,0.013603947743937323,1.96,0.01273969824110015,0.014468197246774497,0.20264167390138885
PFG,0.04897446985175069,1.96,0.04811022034891352,0.04983871935458786,0.28555892282890133
PG,0.08194557222678903,1.96,0.08108132272395185,0.0828098217296262,0.15457777983780993
PGR,0.2075277683396212,1.96,0.20666351883678402,0.20839201784245837,0.19940160503093654
PH,0.14970820187447995,1.96,0.14884395237164277,0.15057245137731712,0.27087901833986683
PHM,0.16680885666196102,1.96,0.16594460715912385,0.1676731061647982,0.3144993038162497
PKG,0.09756133567774197,1.96,0.0966970861749048,0.09842558518057914,0.24542907105068693
PLD,0.13262927048013823,1.96,0.13176502097730106,0.1334935199829754,0.22019969515530582
PM,0.012633036569769322,1.96,0.011768787066932148,0.013497286072606496,0.20206014656805865
PNC,0.06667440920516304,1.96,0.06581015970232587,0.06753865870800022,0.250109507277337
