ticker,drift,t,lower_bound_drift,upper_bound_drift,volatility
PNR,0.004266031896757282,1.96,0.0034017823939201074,0.005130281399594457,0.28690583307986933
PNW,0.020809588747402817,1.96,0.01994533924456564,0.021673838250239993,0.1940616965495831
POOL,0.21040314115805286,1.96,0.2095388916552157,0.21126739066089004,0.25548520309140166
PPG,0.03207574271389507,1.96,0.031211493211057897,0.032939992216732245,0.378328473306915
PPL,-0.02463539514182729,1.96,-0.025499644644664466,-0.023771145638990115,0.1969105570738709
PRU,0.020013567290317988,1.96,0.019149317787480812,0.020877816793155164,0.2826926131275035
PSA,0.05197419198645475,1.96,0.051109942483617575,0.05283844148929192,0.1949274315860907
PSX,0.033729631089734896,1.96,0.032865381586897724,0.03459388059257207,0.29786291914527724
PTC,0.16542178112463657,1.96,0.1645575316217994,0.16628603062747374,0.27946140005996345
PVH,-0.029627835302949324,1.96,-0.0304920848057865,-0.028763585800112148,0.4076301773341699
PWR,0.22983182515757086,1.96,0.2289675756547337,0.23069607466040803,0.29506599719204396
QCOM,0.1059620774282612,1.96,0.10509782792542403,0.10682632693109838,0.30453042576945305
QQQ,0.16303183849600203,1.96,0.16216758899316486,0.1638960879988392,0.16714470313801283
RCL,0.02737384628874554,1.96,0.026509596785908366,0.028238095791582717,0.46188197793312674
REG,-0.00026903155701603733,1.96,-0.001133281059853212,0.0005952179458211373,0.2521178633617397
RF,0.08141935923423069,1.96,0.08055510973139351,0.08228360873706786,0.3111715767275814
RHI,0.061194643263203743,1.96,0.06033039376036657,0.062058892766040916,0.2720850724059997
RJF,0.1311697055426492,1.96,0.13030545603981203,0.13203395504548637,0.27071254508128456
RL,0.005931605105363967,1.96,0.005067355602526792,0.006795854608201142,0.3381914560822219
RMD,0.170050719626852,1.96,0.16918647012401483,0.17091496912968918,0.2772404512112458
ROK,0.10600564660502503,1.96,0.10514139710218785,0.1068698961078622,0.2657815748026103
ROL,0.16292066385855933,1.96,0.16205641435572216,0.1637849133613965,0.2136099236325842
ROP,0.13710434364028387,1.96,0.1362400941374467,0.13796859314312104,0.19229537678703643
ROST,0.11644738537840396,1.96,0.11558313587556679,0.11731163488124113,0.27561229578221574
RSG,0.16097544177604373,1.96,0.16011119227320655,0.1618396912788809,0.15441581496997075
SBAC,0.11197486558810735,1.96,0.11111061608527018,0.11283911509094452,0.2359649834331438
SBUX,0.0898326869104007,1.96,0.08896843740756352,0.09069693641323787,0.24035758810700641
SCHW,0.09903413226581158,1.96,0.0981698827629744,0.09989838176864875,0.303318103228887
SEE,0.0034206446919463423,1.96,0.0025563951891091675,0.004284894194783517,0.27454819779847284
SHW,0.1556106003325544,1.96,0.15474635082971722,0.15647484983539156,0.2291654511263608
SJM,0.015914438799307307,1.96,0.015050189296470133,0.016778688302144483,0.20579945313285009
SLB,-0.09382542309153574,1.96,-0.09468967259437291,-0.09296117358869857,0.34911520193749496
SLV,0.043017211910350364,1.96,0.04215296240751319,0.043881461413187536,0.24549890099158575
SNA,0.07295157200075117,1.96,0.072087322497914,0.07381582150358834,0.23498045916832336
SNPS,0.27814260859874784,1.96,0.27727835909591064,0.27900685810158504,0.2510280951739928
SO,0.05824188133435828,1.96,0.05737763183152111,0.05910613083719545,0.17903742002375872
SPG,-0.047389312557882056,1.96,-0.04825356206071923,-0.046525063055044884,0.31386641249809066
SPY,0.10314454826808074,1.96,0.10228029876524357,0.10400879777091791,0.13509641619537593
SPYG,0.12571965182328673,1.96,0.12485540232044956,0.1265839013261239,0.1679095575334898
SRE,0.04807090436731323,1.96,0.04720665486447606,0.048935153870150405,0.2015464409582846
STE,0.1574445783751483,1.96,0.15658032887231113,0.15830882787798548,0.21821548624262668
STT,0.007885817418706257,1.96,0.007021567915869082,0.008750066921543431,0.2811949693928323
STX,0.07136548048615746,1.96,0.07050123098332028,0.07222972998899463,0.359423093027777
STZ,0.08688512239687189,1.96,0.08602087289403472,0.08774937189970906,0.22586708999104949
SWK,0.002691388775407261,1.96,0.001827139272570086,0.0035556382782444356,0.292089668899668
SWKS,0.06522787190965461,1.96,0.06436362240681744,0.06609212141249178,0.33145907404261404
SYK,0.13705186775051784,1.96,0.13618761824768066,0.137916117253355,0.22300354754042329
SYY,0.07584716897957672,1.96,0.07498291947673955,0.07671141848241389,0.267417768990985
T,-0.07775613699349568,1.96,-0.07862038649633285,-0.0768918874906585,0.20732887316294896
TAP,-0.04820225974561319,1.96,-0.04906650924845036,-0.047338010242776014,0.2543571928998077
TDG,0.17904062379282065,1.96,0.17817637428998348,0.17990487329565782,0.3056562154040758
TDY,0.1815420236930541,1.96,0.18067777419021694,0.18240627319589128,0.23298584508095058
TECH,0.1598125040309275,1.96,0.15894825452809033,0.16067675353376468,0.6538350686346469
TEL,0.09494304187827189,1.96,0.09407879237543472,0.09580729138110906,0.2325938970868565
TER,0.21624392953741267,1.96,0.2153796800345755,0.21710817904024984,0.3403045359193727
TFX,0.08288308251653793,1.96,0.08201883301370076,0.0837473320193751,0.2526630773260008
TGT,0.11495281440202099,1.96,0.11408856489918381,0.11581706390485816,0.2885751853735877
TJX,0.1190818343051053,1.96,0.11821758480226813,0.11994608380794247,0.2363284569118335
TMO,0.18305220690561136,1.96,0.1821879574027742,0.18391645640844853,0.21388757939186373
TMUS,0.18028337763963256,1.96,0.1794191281367954,0.18114762714246974,0.22779504386048297
TRMB,0.0970172063107446,1.96,0.09615295680790743,0.09788145581358178,0.30937071614200123
TROW,0.06042845593654488,1.96,0.05956420643370771,0.061292705439382054,0.24897738426088262
TRV,0.07272228884533996,1.96,0.07185803934250279,0.07358653834817713,0.19714573266961494
TSCO,0.14427847304166927,1.96,0.1434142235388321,0.14514272254450644,0.2513097687704775
TSLA,0.35685203385767933,1.96,0.35598778435484213,0.35771628336051653,0.49054615730205436
TSN,0.034567415248276195,1.96,0.03370316574543902,0.03543166475111337,0.2589294857677704
TTWO,0.19454047511866557,1.96,0.1936762256158284,0.19540472462150274,0.2931510637351058
TXN,0.14771248302484205,1.96,0.14684823352200488,0.14857673252767922,0.22765277789140106
TXT,0.07086188732865856,1.96,0.06999763782582138,0.07172613683149573,0.29130657170738433
TYL,0.16261965569536163,1.96,0.16175540619252446,0.1634839051981988,0.2530700684741619
UA,-0.23423037875589156,1.96,-0.23509462825872873,-0.2333661292530544,0.5236939849004666
UAL,-0.021947956613664457,1.96,-0.022812206116501633,-0.02108370711082728,0.4442236409015388
UDR,0.03575741318414722,1.96,0.03489316368131005,0.03662166268698439,0.21145223912239886
UHS,0.03831653226204545,1.96,0.037452282759208276,0.03918078176488262,0.29475309392292176
ULTA,0.125269397733312,1.96,0.12440514823047483,0.12613364723614917,0.33052859055457245
UNG,-0.24211208281325966,1.96,-0.24297633231609683,-0.2412478333104225,0.469279709755366
UNH,0.1898196664113193,1.96,0.18895541690848214,0.19068391591415648,0.2235799696513344
UNP,0.09288630718445964,1.96,0.09202205768162247,0.09375055668729682,0.3056116098513055
UPS,0.06044925393298531,1.96,0.059585004430148136,0.06131350343582248,0.22089193009463273
URI,0.20724195575237817,1.96,0.206377706249541,0.20810620525521534,0.3878035234876788
USB,-0.0013651404423912575,1.96,-0.002229389945228432,-0.0005008909395540828,0.25117236931008197
V,0.1625550751515227,1.96,0.16169082564868553,0.16341932465435988,0.20726105109011891
VFC,-0.11159470025109754,1.96,-0.11245894975393471,-0.11073045074826036,0.336869060928946
VLO,0.08537544147090168,1.96,0.0845111919680645,0.08623969097373885,0.34226759700655696
VMC,0.11234263723174663,1.96,0.11147838772890946,0.1132068867345838,0.26799568914465755
VNO,-0.16181283693859888,1.96,-0.16267708644143605,-0.1609485874357617,0.3298922671064645
VRSK,0.14720258564817262,1.96,0.14633833614533545,0.1480668351510098,0.19616313989098055
VRSN,0.1384932678963016,1.96,0.13762901839346442,0.13935751739913876,0.22120728507013862
VTR,-0.033833460475967046,1.96,-0.03469770997880422,-0.032969210973129874,0.319558088712544
VZ,-0.016750568152116743,1.96,-0.01761481765495392,-0.015886318649279568,0.16832924856393705
WAB,0.04140453058529085,1.96,0.04054028108245368,0.042268780088128025,0.2769133428785257
WAT,0.11672968483316296,1.96,0.11586543533032578,0.11759393433600013,0.24903975090654779
WDC,-0.05453372708090595,1.96,-0.055397976583743125,-0.05366947757806878,0.3994555032954185
WEC,0.07395474742909443,1.96,0.07309049792625726,0.0748189969319316,0.18698055738344416
WFC,-0.013890779060143235,1.96,-0.014755028562980409,-0.013026529557306061,0.26524964338344476
WHR,-0.023065988576369958,1.96,-0.023930238079207133,-0.022201739073532782,0.3128621434397327
WM,0.15050248205334169,1.96,0.1496382325505045,0.15136673155617886,0.16040694335202127
WMB,-0.012399255290921925,1.96,-0.013263504793759099,-0.011535005788084751,0.3550734521572502
WMT,0.10530135268389682,1.96,0.10443710318105964,0.10616560218673399,0.18027197308760537
WRB,0.13894137130684128,1.96,0.1380771218040041,0.13980562080967845,0.20043495220943033
WST,0.22826612336457472,1.96,0.22740187386173755,0.2291303728674119,0.2656612849335695
WU,-0.03305307943610622,1.96,-0.03391732893894339,-0.03218882993326905,0.2343927462975562
WY,0.003050644340166598,1.96,0.002186394837329423,0.003914893843003773,0.2598832360659729
WYNN,-0.04947686802257794,1.96,-0.05034111752541511,-0.04861261851974077,0.43874727777489336
XEL,0.07571712668669311,1.96,0.07485287718385594,0.07658137618953029,0.17871135585681205
XOM,0.006321129313411147,1.96,0.005456879810573972,0.007185378816248322,0.2401047881053965
XRAY,-0.05378810210078013,1.96,-0.054652351603617304,-0.05292385259794296,0.2778801201554204
XYL,0.1301321184067624,1.96,0.12926786890392522,0.13099636790959956,0.23258018537384786
YUM,0.06641233640516624,1.96,0.06554808690232906,0.06727658590800341,0.23300592807528903
ZBRA,0.18935069896791457,1.96,0.1884864494650774,0.19021494847075174,0.33915126535545936
ZION,0.04868709274195638,1.96,0.04782284323911921,0.04955134224479355,0.3465273535600696
ZTS,0.18422257157129396,1.96,0.18335832206845679,0.18508682107413113,0.22343048774244084
